Title,"HE student enrolments by HE provider, domicile, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2021/22,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2021/22 total,2862620,,,,,,
,,,,,,,
Last updated,Jan-23,,,,,,
,,,,,,,
UKPRN,HE provider,Level of study,Mode of study,Country of HE provider,Region of HE provider,Domicile,Number
10008071,AA School of Architecture,All postgraduate,Full-time,England,London,Not known,0
10008071,AA School of Architecture,All postgraduate,Full-time,England,London,Total,465
10008071,AA School of Architecture,All postgraduate,Full-time,England,London,European Union,25
10008071,AA School of Architecture,First degree,Full-time,England,London,Non-European Union,380
10008071,AA School of Architecture,First degree,Full-time,England,London,England,60
10008071,AA School of Architecture,First degree,Full-time,England,London,Wales,0
10008071,AA School of Architecture,First degree,Full-time,England,London,Scotland,0
10008071,AA School of Architecture,First degree,Full-time,England,London,Northern Ireland,0
10008071,AA School of Architecture,First degree,Full-time,England,London,Other UK,0
10008071,AA School of Architecture,First degree,Full-time,England,London,Total UK,65
10008071,AA School of Architecture,First degree,Full-time,England,London,Total Non-UK,455
10008071,AA School of Architecture,First degree,Full-time,England,London,Not known,0
10008071,AA School of Architecture,First degree,Full-time,England,London,Total,515
10008071,AA School of Architecture,First degree,Full-time,England,London,European Union,70
10008071,AA School of Architecture,First degree,All,England,London,Non-European Union,380
10008071,AA School of Architecture,First degree,All,England,London,England,60
10008071,AA School of Architecture,First degree,All,England,London,Wales,0
10008071,AA School of Architecture,First degree,All,England,London,Scotland,0
10008071,AA School of Architecture,First degree,All,England,London,Northern Ireland,0
10008071,AA School of Architecture,First degree,All,England,London,Other UK,0
10008071,AA School of Architecture,First degree,All,England,London,Total UK,65
10008071,AA School of Architecture,First degree,All,England,London,Total Non-UK,455
10008071,AA School of Architecture,First degree,All,England,London,Not known,0
10008071,AA School of Architecture,First degree,All,England,London,Total,515
10008071,AA School of Architecture,First degree,All,England,London,European Union,70
10008071,AA School of Architecture,First degree,All,All,London,Non-European Union,380
10008071,AA School of Architecture,First degree,All,All,London,England,60
10008071,AA School of Architecture,First degree,All,All,London,Wales,0
10008071,AA School of Architecture,First degree,All,All,London,Scotland,0
10008071,AA School of Architecture,First degree,All,All,London,Northern Ireland,0
10008071,AA School of Architecture,First degree,All,All,London,Other UK,0
10008071,AA School of Architecture,First degree,All,All,London,Total UK,65
10008071,AA School of Architecture,First degree,All,All,London,Total Non-UK,455
10008071,AA School of Architecture,First degree,All,All,London,Not known,0
10008071,AA School of Architecture,First degree,All,All,London,Total,515
10008071,AA School of Architecture,First degree,All,All,London,European Union,70
10008071,AA School of Architecture,First degree,Full-time,All,London,Non-European Union,380
10008071,AA School of Architecture,First degree,Full-time,All,London,England,60
10008071,AA School of Architecture,First degree,Full-time,All,London,Wales,0
10008071,AA School of Architecture,First degree,Full-time,All,London,Scotland,0
10008071,AA School of Architecture,First degree,Full-time,All,London,Northern Ireland,0
10008071,AA School of Architecture,First degree,Full-time,All,London,Other UK,0
10008071,AA School of Architecture,First degree,Full-time,All,London,Total UK,65
10008071,AA School of Architecture,First degree,Full-time,All,London,Total Non-UK,455
10008071,AA School of Architecture,First degree,Full-time,All,London,Not known,0
10008071,AA School of Architecture,First degree,Full-time,All,London,Total,515
10008071,AA School of Architecture,First degree,Full-time,All,London,European Union,70
10008071,AA School of Architecture,First degree,All,All,All,Non-European Union,380
10008071,AA School of Architecture,First degree,All,All,All,England,60
10008071,AA School of Architecture,First degree,All,All,All,Wales,0
10008071,AA School of Architecture,First degree,All,All,All,Scotland,0
10008071,AA School of Architecture,First degree,All,All,All,Northern Ireland,0
10008071,AA School of Architecture,First degree,All,All,All,Other UK,0
10008071,AA School of Architecture,First degree,All,All,All,Total UK,65
10008071,AA School of Architecture,First degree,All,All,All,Total Non-UK,455
10008071,AA School of Architecture,First degree,All,All,All,Not known,0
10008071,AA School of Architecture,First degree,All,All,All,Total,515
10008071,AA School of Architecture,First degree,All,All,All,European Union,70
10008071,AA School of Architecture,First degree,All,England,All,Non-European Union,380
10008071,AA School of Architecture,First degree,All,England,All,England,60
10008071,AA School of Architecture,First degree,All,England,All,Wales,0
10008071,AA School of Architecture,First degree,All,England,All,Scotland,0
10008071,AA School of Architecture,First degree,All,England,All,Northern Ireland,0
10008071,AA School of Architecture,First degree,All,England,All,Other UK,0
10008071,AA School of Architecture,First degree,All,England,All,Total UK,65
10008071,AA School of Architecture,First degree,All,England,All,Total Non-UK,455
10008071,AA School of Architecture,First degree,All,England,All,Not known,0
10008071,AA School of Architecture,First degree,All,England,All,Total,515
10008071,AA School of Architecture,First degree,All,England,All,European Union,70
10008071,AA School of Architecture,First degree,Full-time,All,All,Non-European Union,380
10008071,AA School of Architecture,First degree,Full-time,All,All,England,60
10008071,AA School of Architecture,First degree,Full-time,All,All,Wales,0
10008071,AA School of Architecture,First degree,Full-time,All,All,Scotland,0
10008071,AA School of Architecture,First degree,Full-time,All,All,Northern Ireland,0
10008071,AA School of Architecture,First degree,Full-time,All,All,Other UK,0
10008071,AA School of Architecture,First degree,Full-time,All,All,Total UK,65
10008071,AA School of Architecture,First degree,Full-time,All,All,Total Non-UK,455
10008071,AA School of Architecture,First degree,Full-time,All,All,Not known,0
10008071,AA School of Architecture,First degree,Full-time,All,All,Total,515
10008071,AA School of Architecture,First degree,Full-time,All,All,European Union,70
10008071,AA School of Architecture,First degree,Full-time,England,All,Non-European Union,380
10008071,AA School of Architecture,First degree,Full-time,England,All,England,60
10008071,AA School of Architecture,First degree,Full-time,England,All,Wales,0
10008071,AA School of Architecture,First degree,Full-time,England,All,Scotland,0
10008071,AA School of Architecture,First degree,Full-time,England,All,Northern Ireland,0
10008071,AA School of Architecture,First degree,Full-time,England,All,Other UK,0
10008071,AA School of Architecture,First degree,Full-time,England,All,Total UK,65
10008071,AA School of Architecture,First degree,Full-time,England,All,Total Non-UK,455
10008071,AA School of Architecture,First degree,Full-time,England,All,Not known,0
10008071,AA School of Architecture,First degree,Full-time,England,All,Total,515
10008071,AA School of Architecture,First degree,Full-time,England,All,European Union,70
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,England,5
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Wales,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Scotland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Other UK,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Total UK,5
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Not known,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,Total,30
10008071,AA School of Architecture,Other undergraduate,Full-time,England,London,European Union,5
10008071,AA School of Architecture,Other undergraduate,All,England,London,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,All,England,London,England,5
10008071,AA School of Architecture,Other undergraduate,All,England,London,Wales,0
10008071,AA School of Architecture,Other undergraduate,All,England,London,Scotland,0
10008071,AA School of Architecture,Other undergraduate,All,England,London,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,All,England,London,Other UK,0
10008071,AA School of Architecture,Other undergraduate,All,England,London,Total UK,5
10008071,AA School of Architecture,Other undergraduate,All,England,London,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,All,England,London,Not known,0
10008071,AA School of Architecture,Other undergraduate,All,England,London,Total,30
10008071,AA School of Architecture,Other undergraduate,All,England,London,European Union,5
10008071,AA School of Architecture,Other undergraduate,All,All,London,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,All,All,London,England,5
10008071,AA School of Architecture,Other undergraduate,All,All,London,Wales,0
10008071,AA School of Architecture,Other undergraduate,All,All,London,Scotland,0
10008071,AA School of Architecture,Other undergraduate,All,All,London,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,All,All,London,Other UK,0
10008071,AA School of Architecture,Other undergraduate,All,All,London,Total UK,5
10008071,AA School of Architecture,Other undergraduate,All,All,London,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,All,All,London,Not known,0
10008071,AA School of Architecture,Other undergraduate,All,All,London,Total,30
10008071,AA School of Architecture,Other undergraduate,All,All,London,European Union,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,England,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Wales,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Scotland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Other UK,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Total UK,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Not known,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,Total,30
10008071,AA School of Architecture,Other undergraduate,Full-time,All,London,European Union,5
10008071,AA School of Architecture,Other undergraduate,All,All,All,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,All,All,All,England,5
10008071,AA School of Architecture,Other undergraduate,All,All,All,Wales,0
10008071,AA School of Architecture,Other undergraduate,All,All,All,Scotland,0
10008071,AA School of Architecture,Other undergraduate,All,All,All,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,All,All,All,Other UK,0
10008071,AA School of Architecture,Other undergraduate,All,All,All,Total UK,5
10008071,AA School of Architecture,Other undergraduate,All,All,All,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,All,All,All,Not known,0
10008071,AA School of Architecture,Other undergraduate,All,All,All,Total,30
10008071,AA School of Architecture,Other undergraduate,All,All,All,European Union,5
10008071,AA School of Architecture,Other undergraduate,All,England,All,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,All,England,All,England,5
10008071,AA School of Architecture,Other undergraduate,All,England,All,Wales,0
10008071,AA School of Architecture,Other undergraduate,All,England,All,Scotland,0
10008071,AA School of Architecture,Other undergraduate,All,England,All,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,All,England,All,Other UK,0
10008071,AA School of Architecture,Other undergraduate,All,England,All,Total UK,5
10008071,AA School of Architecture,Other undergraduate,All,England,All,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,All,England,All,Not known,0
10008071,AA School of Architecture,Other undergraduate,All,England,All,Total,30
10008071,AA School of Architecture,Other undergraduate,All,England,All,European Union,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,England,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Wales,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Scotland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Other UK,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Total UK,5
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Not known,0
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,Total,30
10008071,AA School of Architecture,Other undergraduate,Full-time,All,All,European Union,5
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Non-European Union,20
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,England,5
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Wales,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Scotland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Northern Ireland,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Other UK,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Total UK,5
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Total Non-UK,25
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Not known,0
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,Total,30
10008071,AA School of Architecture,Other undergraduate,Full-time,England,All,European Union,5
